,customer_no,timestamp,location,origin
10117,friday_879,2019-09-06 16:20:00,fruit,friday
10118,friday_879,2019-09-06 16:21:00,checkout,friday
10119,friday_88,2019-09-06 07:53:00,spices,friday
10120,friday_88,2019-09-06 07:54:00,checkout,friday
10121,friday_880,2019-09-06 16:14:00,fruit,friday
10122,friday_880,2019-09-06 16:15:00,fruit,friday
10123,friday_880,2019-09-06 16:16:00,fruit,friday
10124,friday_880,2019-09-06 16:17:00,dairy,friday
10125,friday_880,2019-09-06 16:18:00,dairy,friday
10126,friday_880,2019-09-06 16:19:00,drinks,friday
10127,friday_880,2019-09-06 16:20:00,drinks,friday
10128,friday_880,2019-09-06 16:21:00,drinks,friday
10129,friday_880,2019-09-06 16:22:00,fruit,friday
10130,friday_880,2019-09-06 16:23:00,fruit,friday
10131,friday_880,2019-09-06 16:24:00,checkout,friday
10132,friday_881,2019-09-06 16:15:00,fruit,friday
10133,friday_881,2019-09-06 16:16:00,fruit,friday
10134,friday_881,2019-09-06 16:17:00,fruit,friday
10135,friday_881,2019-09-06 16:18:00,fruit,friday
10136,friday_881,2019-09-06 16:19:00,fruit,friday
10137,friday_881,2019-09-06 16:20:00,fruit,friday
10138,friday_881,2019-09-06 16:21:00,checkout,friday
10139,friday_882,2019-09-06 16:15:00,dairy,friday
10140,friday_882,2019-09-06 16:16:00,dairy,friday
10141,friday_882,2019-09-06 16:17:00,dairy,friday
10142,friday_882,2019-09-06 16:18:00,dairy,friday
10143,friday_882,2019-09-06 16:19:00,dairy,friday
10144,friday_882,2019-09-06 16:20:00,spices,friday
10145,friday_882,2019-09-06 16:21:00,dairy,friday
10146,friday_882,2019-09-06 16:22:00,dairy,friday
10147,friday_882,2019-09-06 16:23:00,checkout,friday
10148,friday_883,2019-09-06 16:15:00,dairy,friday
10149,friday_883,2019-09-06 16:16:00,fruit,friday
10150,friday_883,2019-09-06 16:17:00,fruit,friday
10151,friday_883,2019-09-06 16:18:00,fruit,friday
10152,friday_883,2019-09-06 16:19:00,checkout,friday
10153,friday_884,2019-09-06 16:16:00,dairy,friday
10154,friday_884,2019-09-06 16:17:00,checkout,friday
10155,friday_885,2019-09-06 16:16:00,dairy,friday
10156,friday_885,2019-09-06 16:17:00,dairy,friday
10157,friday_885,2019-09-06 16:18:00,dairy,friday
10158,friday_885,2019-09-06 16:19:00,fruit,friday
10159,friday_885,2019-09-06 16:20:00,fruit,friday
10160,friday_885,2019-09-06 16:21:00,checkout,friday
10161,friday_886,2019-09-06 16:16:00,drinks,friday
10162,friday_886,2019-09-06 16:17:00,checkout,friday
10163,friday_887,2019-09-06 16:17:00,drinks,friday
10164,friday_887,2019-09-06 16:18:00,checkout,friday
10165,friday_888,2019-09-06 16:17:00,dairy,friday
10166,friday_888,2019-09-06 16:18:00,checkout,friday
10167,friday_889,2019-09-06 16:17:00,fruit,friday
10168,friday_889,2019-09-06 16:18:00,fruit,friday
10169,friday_889,2019-09-06 16:19:00,fruit,friday
10170,friday_889,2019-09-06 16:20:00,fruit,friday
10171,friday_889,2019-09-06 16:21:00,fruit,friday
10172,friday_889,2019-09-06 16:22:00,fruit,friday
10173,friday_889,2019-09-06 16:23:00,drinks,friday
10174,friday_889,2019-09-06 16:24:00,drinks,friday
10175,friday_889,2019-09-06 16:25:00,drinks,friday
10176,friday_889,2019-09-06 16:26:00,drinks,friday
10177,friday_889,2019-09-06 16:27:00,checkout,friday
10178,friday_89,2019-09-06 07:56:00,fruit,friday
10179,friday_89,2019-09-06 07:57:00,checkout,friday
10180,friday_890,2019-09-06 16:17:00,dairy,friday
10181,friday_890,2019-09-06 16:18:00,drinks,friday
10182,friday_890,2019-09-06 16:19:00,drinks,friday
10183,friday_890,2019-09-06 16:20:00,drinks,friday
10184,friday_890,2019-09-06 16:21:00,drinks,friday
10185,friday_890,2019-09-06 16:22:00,drinks,friday
10186,friday_890,2019-09-06 16:23:00,drinks,friday
10187,friday_890,2019-09-06 16:24:00,spices,friday
10188,friday_890,2019-09-06 16:25:00,checkout,friday
10189,friday_891,2019-09-06 16:17:00,fruit,friday
10190,friday_891,2019-09-06 16:18:00,drinks,friday
10191,friday_891,2019-09-06 16:19:00,drinks,friday
10192,friday_891,2019-09-06 16:20:00,drinks,friday
10193,friday_891,2019-09-06 16:21:00,drinks,friday
10194,friday_891,2019-09-06 16:22:00,drinks,friday
10195,friday_891,2019-09-06 16:23:00,drinks,friday
10196,friday_891,2019-09-06 16:24:00,drinks,friday
10197,friday_891,2019-09-06 16:25:00,drinks,friday
10198,friday_891,2019-09-06 16:26:00,checkout,friday
10199,friday_892,2019-09-06 16:17:00,spices,friday
10200,friday_892,2019-09-06 16:18:00,checkout,friday
10201,friday_893,2019-09-06 16:19:00,fruit,friday
10202,friday_893,2019-09-06 16:20:00,checkout,friday
10203,friday_894,2019-09-06 16:19:00,fruit,friday
10204,friday_894,2019-09-06 16:20:00,fruit,friday
10205,friday_894,2019-09-06 16:21:00,checkout,friday
10206,friday_895,2019-09-06 16:19:00,spices,friday
10207,friday_895,2019-09-06 16:20:00,dairy,friday
10208,friday_895,2019-09-06 16:21:00,dairy,friday
10209,friday_895,2019-09-06 16:22:00,drinks,friday
10210,friday_895,2019-09-06 16:23:00,drinks,friday
10211,friday_895,2019-09-06 16:24:00,spices,friday
10212,friday_895,2019-09-06 16:25:00,checkout,friday
10213,friday_896,2019-09-06 16:20:00,dairy,friday
10214,friday_896,2019-09-06 16:21:00,dairy,friday
10215,friday_896,2019-09-06 16:22:00,dairy,friday
10216,friday_896,2019-09-06 16:23:00,spices,friday
10217,friday_896,2019-09-06 16:24:00,drinks,friday
10218,friday_896,2019-09-06 16:25:00,checkout,friday
10219,friday_897,2019-09-06 16:21:00,dairy,friday
10220,friday_897,2019-09-06 16:22:00,spices,friday
10221,friday_897,2019-09-06 16:23:00,dairy,friday
10222,friday_897,2019-09-06 16:24:00,dairy,friday
10223,friday_897,2019-09-06 16:25:00,dairy,friday
10224,friday_897,2019-09-06 16:26:00,dairy,friday
10225,friday_897,2019-09-06 16:27:00,checkout,friday
10226,friday_898,2019-09-06 16:24:00,dairy,friday
10227,friday_898,2019-09-06 16:25:00,dairy,friday
10228,friday_898,2019-09-06 16:26:00,dairy,friday
10229,friday_898,2019-09-06 16:27:00,dairy,friday
10230,friday_898,2019-09-06 16:28:00,dairy,friday
10231,friday_898,2019-09-06 16:29:00,dairy,friday
10232,friday_898,2019-09-06 16:30:00,dairy,friday
10233,friday_898,2019-09-06 16:31:00,drinks,friday
10234,friday_898,2019-09-06 16:32:00,checkout,friday
10235,friday_899,2019-09-06 16:24:00,spices,friday
10236,friday_899,2019-09-06 16:25:00,spices,friday
10237,friday_899,2019-09-06 16:26:00,checkout,friday
10238,friday_9,2019-09-06 07:06:00,fruit,friday
10239,friday_9,2019-09-06 07:07:00,fruit,friday
10240,friday_9,2019-09-06 07:08:00,dairy,friday
10241,friday_9,2019-09-06 07:09:00,checkout,friday
10242,friday_90,2019-09-06 07:57:00,dairy,friday
10243,friday_90,2019-09-06 07:58:00,dairy,friday
10244,friday_90,2019-09-06 07:59:00,dairy,friday
10245,friday_90,2019-09-06 08:00:00,dairy,friday
10246,friday_90,2019-09-06 08:01:00,dairy,friday
10247,friday_90,2019-09-06 08:02:00,dairy,friday
10248,friday_90,2019-09-06 08:03:00,spices,friday
10249,friday_90,2019-09-06 08:04:00,spices,friday
10250,friday_90,2019-09-06 08:05:00,dairy,friday
10251,friday_90,2019-09-06 08:06:00,dairy,friday
10252,friday_90,2019-09-06 08:07:00,dairy,friday
10253,friday_90,2019-09-06 08:08:00,dairy,friday
10254,friday_90,2019-09-06 08:09:00,checkout,friday
10255,friday_900,2019-09-06 16:24:00,drinks,friday
10256,friday_900,2019-09-06 16:25:00,drinks,friday
10257,friday_900,2019-09-06 16:26:00,checkout,friday
10258,friday_901,2019-09-06 16:24:00,fruit,friday
10259,friday_901,2019-09-06 16:25:00,checkout,friday
10260,friday_902,2019-09-06 16:25:00,fruit,friday
10261,friday_902,2019-09-06 16:26:00,fruit,friday
10262,friday_902,2019-09-06 16:27:00,drinks,friday
10263,friday_902,2019-09-06 16:28:00,drinks,friday
10264,friday_902,2019-09-06 16:29:00,spices,friday
10265,friday_902,2019-09-06 16:30:00,spices,friday
10266,friday_902,2019-09-06 16:31:00,dairy,friday
10267,friday_902,2019-09-06 16:32:00,fruit,friday
10268,friday_902,2019-09-06 16:33:00,fruit,friday
10269,friday_902,2019-09-06 16:34:00,drinks,friday
10270,friday_902,2019-09-06 16:35:00,checkout,friday
10271,friday_903,2019-09-06 16:25:00,dairy,friday
10272,friday_903,2019-09-06 16:26:00,fruit,friday
10273,friday_903,2019-09-06 16:27:00,checkout,friday
10274,friday_904,2019-09-06 16:28:00,fruit,friday
10275,friday_904,2019-09-06 16:29:00,drinks,friday
10276,friday_904,2019-09-06 16:30:00,drinks,friday
10277,friday_904,2019-09-06 16:31:00,drinks,friday
10278,friday_904,2019-09-06 16:32:00,checkout,friday
10279,friday_905,2019-09-06 16:28:00,drinks,friday
10280,friday_905,2019-09-06 16:29:00,drinks,friday
10281,friday_905,2019-09-06 16:30:00,checkout,friday
10282,friday_906,2019-09-06 16:28:00,fruit,friday
10283,friday_906,2019-09-06 16:29:00,dairy,friday
10284,friday_906,2019-09-06 16:30:00,dairy,friday
10285,friday_906,2019-09-06 16:31:00,dairy,friday
10286,friday_906,2019-09-06 16:32:00,dairy,friday
10287,friday_906,2019-09-06 16:33:00,dairy,friday
10288,friday_906,2019-09-06 16:34:00,dairy,friday
10289,friday_906,2019-09-06 16:35:00,dairy,friday
10290,friday_906,2019-09-06 16:36:00,drinks,friday
10291,friday_906,2019-09-06 16:37:00,drinks,friday
10292,friday_906,2019-09-06 16:38:00,checkout,friday
10293,friday_907,2019-09-06 16:29:00,drinks,friday
10294,friday_907,2019-09-06 16:30:00,drinks,friday
10295,friday_907,2019-09-06 16:31:00,drinks,friday
10296,friday_907,2019-09-06 16:32:00,spices,friday
10297,friday_907,2019-09-06 16:33:00,fruit,friday
10298,friday_907,2019-09-06 16:34:00,spices,friday
10299,friday_907,2019-09-06 16:35:00,spices,friday
10300,friday_907,2019-09-06 16:36:00,spices,friday
10301,friday_907,2019-09-06 16:37:00,dairy,friday
10302,friday_907,2019-09-06 16:38:00,dairy,friday
10303,friday_907,2019-09-06 16:39:00,dairy,friday
10304,friday_907,2019-09-06 16:40:00,fruit,friday
10305,friday_907,2019-09-06 16:41:00,drinks,friday
10306,friday_907,2019-09-06 16:42:00,fruit,friday
10307,friday_907,2019-09-06 16:43:00,fruit,friday
10308,friday_907,2019-09-06 16:44:00,dairy,friday
10309,friday_907,2019-09-06 16:45:00,dairy,friday
10310,friday_907,2019-09-06 16:46:00,spices,friday
10311,friday_907,2019-09-06 16:47:00,checkout,friday
10312,friday_908,2019-09-06 16:29:00,spices,friday
10313,friday_908,2019-09-06 16:30:00,spices,friday
10314,friday_908,2019-09-06 16:31:00,checkout,friday
10315,friday_909,2019-09-06 16:29:00,dairy,friday
10316,friday_909,2019-09-06 16:30:00,dairy,friday
10317,friday_909,2019-09-06 16:31:00,dairy,friday
10318,friday_909,2019-09-06 16:32:00,dairy,friday
10319,friday_909,2019-09-06 16:33:00,dairy,friday
10320,friday_909,2019-09-06 16:34:00,dairy,friday
10321,friday_909,2019-09-06 16:35:00,dairy,friday
10322,friday_909,2019-09-06 16:36:00,dairy,friday
10323,friday_909,2019-09-06 16:37:00,dairy,friday
10324,friday_909,2019-09-06 16:38:00,spices,friday
10325,friday_909,2019-09-06 16:39:00,spices,friday
10326,friday_909,2019-09-06 16:40:00,spices,friday
10327,friday_909,2019-09-06 16:41:00,drinks,friday
10328,friday_909,2019-09-06 16:42:00,drinks,friday
10329,friday_909,2019-09-06 16:43:00,drinks,friday
10330,friday_909,2019-09-06 16:44:00,drinks,friday
10331,friday_909,2019-09-06 16:45:00,drinks,friday
10332,friday_909,2019-09-06 16:46:00,checkout,friday
10333,friday_91,2019-09-06 07:57:00,drinks,friday
10334,friday_91,2019-09-06 07:58:00,drinks,friday
10335,friday_91,2019-09-06 07:59:00,dairy,friday
10336,friday_91,2019-09-06 08:00:00,drinks,friday
10337,friday_91,2019-09-06 08:01:00,checkout,friday
10338,friday_910,2019-09-06 16:30:00,spices,friday
10339,friday_910,2019-09-06 16:31:00,spices,friday
10340,friday_910,2019-09-06 16:32:00,spices,friday
10341,friday_910,2019-09-06 16:33:00,spices,friday
10342,friday_910,2019-09-06 16:34:00,drinks,friday
10343,friday_910,2019-09-06 16:35:00,checkout,friday
10344,friday_911,2019-09-06 16:33:00,spices,friday
10345,friday_911,2019-09-06 16:34:00,checkout,friday
10346,friday_912,2019-09-06 16:33:00,dairy,friday
10347,friday_912,2019-09-06 16:34:00,dairy,friday
10348,friday_912,2019-09-06 16:35:00,dairy,friday
10349,friday_912,2019-09-06 16:36:00,dairy,friday
10350,friday_912,2019-09-06 16:37:00,fruit,friday
10351,friday_912,2019-09-06 16:38:00,fruit,friday
10352,friday_912,2019-09-06 16:39:00,fruit,friday
10353,friday_912,2019-09-06 16:40:00,drinks,friday
10354,friday_912,2019-09-06 16:41:00,spices,friday
10355,friday_912,2019-09-06 16:42:00,dairy,friday
10356,friday_912,2019-09-06 16:43:00,checkout,friday
10357,friday_913,2019-09-06 16:33:00,fruit,friday
10358,friday_913,2019-09-06 16:34:00,checkout,friday
10359,friday_914,2019-09-06 16:33:00,spices,friday
10360,friday_914,2019-09-06 16:34:00,dairy,friday
10361,friday_914,2019-09-06 16:35:00,dairy,friday
10362,friday_914,2019-09-06 16:36:00,dairy,friday
10363,friday_914,2019-09-06 16:37:00,dairy,friday
10364,friday_914,2019-09-06 16:38:00,dairy,friday
10365,friday_914,2019-09-06 16:39:00,dairy,friday
10366,friday_914,2019-09-06 16:40:00,dairy,friday
10367,friday_914,2019-09-06 16:41:00,spices,friday
10368,friday_914,2019-09-06 16:42:00,drinks,friday
10369,friday_914,2019-09-06 16:43:00,drinks,friday
10370,friday_914,2019-09-06 16:44:00,drinks,friday
10371,friday_914,2019-09-06 16:45:00,checkout,friday
10372,friday_915,2019-09-06 16:33:00,dairy,friday
10373,friday_915,2019-09-06 16:34:00,dairy,friday
10374,friday_915,2019-09-06 16:35:00,dairy,friday
10375,friday_915,2019-09-06 16:36:00,dairy,friday
10376,friday_915,2019-09-06 16:37:00,dairy,friday
10377,friday_915,2019-09-06 16:38:00,dairy,friday
10378,friday_915,2019-09-06 16:39:00,dairy,friday
10379,friday_915,2019-09-06 16:40:00,dairy,friday
10380,friday_915,2019-09-06 16:41:00,checkout,friday
10381,friday_916,2019-09-06 16:35:00,drinks,friday
10382,friday_916,2019-09-06 16:36:00,checkout,friday
10383,friday_917,2019-09-06 16:37:00,fruit,friday
10384,friday_917,2019-09-06 16:38:00,fruit,friday
10385,friday_917,2019-09-06 16:39:00,fruit,friday
10386,friday_917,2019-09-06 16:40:00,spices,friday
10387,friday_917,2019-09-06 16:41:00,drinks,friday
10388,friday_917,2019-09-06 16:42:00,drinks,friday
10389,friday_917,2019-09-06 16:43:00,drinks,friday
10390,friday_917,2019-09-06 16:44:00,drinks,friday
10391,friday_917,2019-09-06 16:45:00,drinks,friday
10392,friday_917,2019-09-06 16:46:00,drinks,friday
10393,friday_917,2019-09-06 16:47:00,checkout,friday
10394,friday_918,2019-09-06 16:38:00,fruit,friday
10395,friday_918,2019-09-06 16:39:00,fruit,friday
10396,friday_918,2019-09-06 16:40:00,checkout,friday
10397,friday_919,2019-09-06 16:38:00,fruit,friday
10398,friday_919,2019-09-06 16:39:00,fruit,friday
10399,friday_919,2019-09-06 16:40:00,fruit,friday
10400,friday_919,2019-09-06 16:41:00,checkout,friday
10401,friday_92,2019-09-06 07:57:00,fruit,friday
10402,friday_92,2019-09-06 07:58:00,fruit,friday
10403,friday_92,2019-09-06 07:59:00,fruit,friday
10404,friday_92,2019-09-06 08:00:00,fruit,friday
10405,friday_92,2019-09-06 08:01:00,drinks,friday
10406,friday_92,2019-09-06 08:02:00,checkout,friday
10407,friday_920,2019-09-06 16:38:00,fruit,friday
10408,friday_920,2019-09-06 16:39:00,checkout,friday
10409,friday_921,2019-09-06 16:38:00,dairy,friday
10410,friday_921,2019-09-06 16:39:00,dairy,friday
10411,friday_921,2019-09-06 16:40:00,dairy,friday
10412,friday_921,2019-09-06 16:41:00,dairy,friday
10413,friday_921,2019-09-06 16:42:00,dairy,friday
10414,friday_921,2019-09-06 16:43:00,dairy,friday
10415,friday_921,2019-09-06 16:44:00,dairy,friday
10416,friday_921,2019-09-06 16:45:00,spices,friday
10417,friday_921,2019-09-06 16:46:00,dairy,friday
10418,friday_921,2019-09-06 16:47:00,dairy,friday
10419,friday_921,2019-09-06 16:48:00,dairy,friday
10420,friday_921,2019-09-06 16:49:00,dairy,friday
10421,friday_921,2019-09-06 16:50:00,drinks,friday
10422,friday_921,2019-09-06 16:51:00,drinks,friday
10423,friday_921,2019-09-06 16:52:00,drinks,friday
10424,friday_921,2019-09-06 16:53:00,checkout,friday
10425,friday_922,2019-09-06 16:38:00,drinks,friday
10426,friday_922,2019-09-06 16:39:00,drinks,friday
10427,friday_922,2019-09-06 16:40:00,drinks,friday
10428,friday_922,2019-09-06 16:41:00,dairy,friday
10429,friday_922,2019-09-06 16:42:00,drinks,friday
10430,friday_922,2019-09-06 16:43:00,checkout,friday
10431,friday_923,2019-09-06 16:38:00,drinks,friday
10432,friday_923,2019-09-06 16:39:00,fruit,friday
10433,friday_923,2019-09-06 16:40:00,drinks,friday
10434,friday_923,2019-09-06 16:41:00,drinks,friday
10435,friday_923,2019-09-06 16:42:00,drinks,friday
10436,friday_923,2019-09-06 16:43:00,drinks,friday
10437,friday_923,2019-09-06 16:44:00,drinks,friday
10438,friday_923,2019-09-06 16:45:00,drinks,friday
10439,friday_923,2019-09-06 16:46:00,spices,friday
10440,friday_923,2019-09-06 16:47:00,spices,friday
10441,friday_923,2019-09-06 16:48:00,spices,friday
10442,friday_923,2019-09-06 16:49:00,fruit,friday
10443,friday_923,2019-09-06 16:50:00,fruit,friday
10444,friday_923,2019-09-06 16:51:00,fruit,friday
10445,friday_923,2019-09-06 16:52:00,fruit,friday
10446,friday_923,2019-09-06 16:53:00,dairy,friday
10447,friday_923,2019-09-06 16:54:00,fruit,friday
10448,friday_923,2019-09-06 16:55:00,checkout,friday
10449,friday_924,2019-09-06 16:38:00,dairy,friday
10450,friday_924,2019-09-06 16:39:00,dairy,friday
10451,friday_924,2019-09-06 16:40:00,dairy,friday
10452,friday_924,2019-09-06 16:41:00,dairy,friday
10453,friday_924,2019-09-06 16:42:00,spices,friday
10454,friday_924,2019-09-06 16:43:00,fruit,friday
10455,friday_924,2019-09-06 16:44:00,spices,friday
10456,friday_924,2019-09-06 16:45:00,spices,friday
10457,friday_924,2019-09-06 16:46:00,spices,friday
10458,friday_924,2019-09-06 16:47:00,drinks,friday
10459,friday_924,2019-09-06 16:48:00,spices,friday
10460,friday_924,2019-09-06 16:49:00,checkout,friday
10461,friday_925,2019-09-06 16:39:00,drinks,friday
10462,friday_925,2019-09-06 16:40:00,drinks,friday
10463,friday_925,2019-09-06 16:41:00,drinks,friday
10464,friday_925,2019-09-06 16:42:00,drinks,friday
10465,friday_925,2019-09-06 16:43:00,drinks,friday
10466,friday_925,2019-09-06 16:44:00,drinks,friday
10467,friday_925,2019-09-06 16:45:00,drinks,friday
10468,friday_925,2019-09-06 16:46:00,drinks,friday
10469,friday_925,2019-09-06 16:47:00,checkout,friday
10470,friday_926,2019-09-06 16:40:00,fruit,friday
10471,friday_926,2019-09-06 16:41:00,fruit,friday
10472,friday_926,2019-09-06 16:42:00,fruit,friday
10473,friday_926,2019-09-06 16:43:00,fruit,friday
10474,friday_926,2019-09-06 16:44:00,fruit,friday
10475,friday_926,2019-09-06 16:45:00,fruit,friday
10476,friday_926,2019-09-06 16:46:00,fruit,friday
10477,friday_926,2019-09-06 16:47:00,fruit,friday
10478,friday_926,2019-09-06 16:48:00,fruit,friday
10479,friday_926,2019-09-06 16:49:00,fruit,friday
10480,friday_926,2019-09-06 16:50:00,fruit,friday
10481,friday_926,2019-09-06 16:51:00,checkout,friday
10482,friday_927,2019-09-06 16:40:00,spices,friday
10483,friday_927,2019-09-06 16:41:00,spices,friday
10484,friday_927,2019-09-06 16:42:00,spices,friday
10485,friday_927,2019-09-06 16:43:00,fruit,friday
10486,friday_927,2019-09-06 16:44:00,checkout,friday
10487,friday_928,2019-09-06 16:40:00,fruit,friday
10488,friday_928,2019-09-06 16:41:00,checkout,friday
10489,friday_929,2019-09-06 16:40:00,spices,friday
10490,friday_929,2019-09-06 16:41:00,spices,friday
10491,friday_929,2019-09-06 16:42:00,fruit,friday
10492,friday_929,2019-09-06 16:43:00,fruit,friday
10493,friday_929,2019-09-06 16:44:00,drinks,friday
10494,friday_929,2019-09-06 16:45:00,drinks,friday
10495,friday_929,2019-09-06 16:46:00,drinks,friday
10496,friday_929,2019-09-06 16:47:00,drinks,friday
10497,friday_929,2019-09-06 16:48:00,drinks,friday
10498,friday_929,2019-09-06 16:49:00,drinks,friday
10499,friday_929,2019-09-06 16:50:00,drinks,friday
10500,friday_929,2019-09-06 16:51:00,fruit,friday
10501,friday_929,2019-09-06 16:52:00,fruit,friday
10502,friday_929,2019-09-06 16:53:00,spices,friday
10503,friday_929,2019-09-06 16:54:00,drinks,friday
10504,friday_929,2019-09-06 16:55:00,fruit,friday
10505,friday_929,2019-09-06 16:56:00,checkout,friday
10506,friday_93,2019-09-06 07:57:00,fruit,friday
10507,friday_93,2019-09-06 07:58:00,spices,friday
10508,friday_93,2019-09-06 07:59:00,spices,friday
10509,friday_93,2019-09-06 08:00:00,drinks,friday
10510,friday_93,2019-09-06 08:01:00,drinks,friday
10511,friday_93,2019-09-06 08:02:00,drinks,friday
10512,friday_93,2019-09-06 08:03:00,drinks,friday
10513,friday_93,2019-09-06 08:04:00,drinks,friday
10514,friday_93,2019-09-06 08:05:00,checkout,friday
10515,friday_930,2019-09-06 16:40:00,fruit,friday
10516,friday_930,2019-09-06 16:41:00,fruit,friday
10517,friday_930,2019-09-06 16:42:00,checkout,friday
10518,friday_931,2019-09-06 16:41:00,fruit,friday
10519,friday_931,2019-09-06 16:42:00,fruit,friday
10520,friday_931,2019-09-06 16:43:00,fruit,friday
10521,friday_931,2019-09-06 16:44:00,fruit,friday
10522,friday_931,2019-09-06 16:45:00,fruit,friday
10523,friday_931,2019-09-06 16:46:00,fruit,friday
10524,friday_931,2019-09-06 16:47:00,checkout,friday
10525,friday_932,2019-09-06 16:41:00,spices,friday
10526,friday_932,2019-09-06 16:42:00,spices,friday
10527,friday_932,2019-09-06 16:43:00,spices,friday
10528,friday_932,2019-09-06 16:44:00,dairy,friday
10529,friday_932,2019-09-06 16:45:00,spices,friday
10530,friday_932,2019-09-06 16:46:00,spices,friday
10531,friday_932,2019-09-06 16:47:00,drinks,friday
10532,friday_932,2019-09-06 16:48:00,checkout,friday
10533,friday_933,2019-09-06 16:41:00,fruit,friday
10534,friday_933,2019-09-06 16:42:00,fruit,friday
10535,friday_933,2019-09-06 16:43:00,fruit,friday
10536,friday_933,2019-09-06 16:44:00,fruit,friday
10537,friday_933,2019-09-06 16:45:00,spices,friday
10538,friday_933,2019-09-06 16:46:00,spices,friday
10539,friday_933,2019-09-06 16:47:00,spices,friday
10540,friday_933,2019-09-06 16:48:00,drinks,friday
10541,friday_933,2019-09-06 16:49:00,drinks,friday
10542,friday_933,2019-09-06 16:50:00,checkout,friday
10543,friday_934,2019-09-06 16:41:00,fruit,friday
10544,friday_934,2019-09-06 16:42:00,fruit,friday
10545,friday_934,2019-09-06 16:43:00,fruit,friday
10546,friday_934,2019-09-06 16:44:00,spices,friday
10547,friday_934,2019-09-06 16:45:00,spices,friday
10548,friday_934,2019-09-06 16:46:00,spices,friday
10549,friday_934,2019-09-06 16:47:00,checkout,friday
10550,friday_935,2019-09-06 16:41:00,fruit,friday
10551,friday_935,2019-09-06 16:42:00,fruit,friday
10552,friday_935,2019-09-06 16:43:00,fruit,friday
10553,friday_935,2019-09-06 16:44:00,fruit,friday
10554,friday_935,2019-09-06 16:45:00,checkout,friday
10555,friday_936,2019-09-06 16:43:00,dairy,friday
10556,friday_936,2019-09-06 16:44:00,dairy,friday
10557,friday_936,2019-09-06 16:45:00,dairy,friday
10558,friday_936,2019-09-06 16:46:00,dairy,friday
10559,friday_936,2019-09-06 16:47:00,checkout,friday
10560,friday_937,2019-09-06 16:43:00,drinks,friday
10561,friday_937,2019-09-06 16:44:00,checkout,friday
10562,friday_938,2019-09-06 16:47:00,spices,friday
10563,friday_938,2019-09-06 16:48:00,drinks,friday
10564,friday_938,2019-09-06 16:49:00,drinks,friday
10565,friday_938,2019-09-06 16:50:00,checkout,friday
10566,friday_939,2019-09-06 16:47:00,spices,friday
10567,friday_939,2019-09-06 16:48:00,dairy,friday
10568,friday_939,2019-09-06 16:49:00,drinks,friday
10569,friday_939,2019-09-06 16:50:00,drinks,friday
10570,friday_939,2019-09-06 16:51:00,checkout,friday
10571,friday_94,2019-09-06 07:58:00,spices,friday
10572,friday_94,2019-09-06 07:59:00,checkout,friday
10573,friday_940,2019-09-06 16:47:00,dairy,friday
10574,friday_940,2019-09-06 16:48:00,dairy,friday
10575,friday_940,2019-09-06 16:49:00,drinks,friday
10576,friday_940,2019-09-06 16:50:00,drinks,friday
10577,friday_940,2019-09-06 16:51:00,spices,friday
10578,friday_940,2019-09-06 16:52:00,spices,friday
10579,friday_940,2019-09-06 16:53:00,spices,friday
10580,friday_940,2019-09-06 16:54:00,spices,friday
10581,friday_940,2019-09-06 16:55:00,spices,friday
10582,friday_940,2019-09-06 16:56:00,checkout,friday
10583,friday_941,2019-09-06 16:47:00,dairy,friday
10584,friday_941,2019-09-06 16:48:00,dairy,friday
10585,friday_941,2019-09-06 16:49:00,dairy,friday
10586,friday_941,2019-09-06 16:50:00,dairy,friday
10587,friday_941,2019-09-06 16:51:00,dairy,friday
10588,friday_941,2019-09-06 16:52:00,drinks,friday
10589,friday_941,2019-09-06 16:53:00,drinks,friday
10590,friday_941,2019-09-06 16:54:00,checkout,friday
10591,friday_942,2019-09-06 16:47:00,fruit,friday
10592,friday_942,2019-09-06 16:48:00,dairy,friday
10593,friday_942,2019-09-06 16:49:00,dairy,friday
10594,friday_942,2019-09-06 16:50:00,checkout,friday
10595,friday_943,2019-09-06 16:51:00,drinks,friday
10596,friday_943,2019-09-06 16:52:00,checkout,friday
10597,friday_944,2019-09-06 16:51:00,fruit,friday
10598,friday_944,2019-09-06 16:52:00,fruit,friday
10599,friday_944,2019-09-06 16:53:00,fruit,friday
10600,friday_944,2019-09-06 16:54:00,dairy,friday
10601,friday_944,2019-09-06 16:55:00,fruit,friday
10602,friday_944,2019-09-06 16:56:00,fruit,friday
10603,friday_944,2019-09-06 16:57:00,checkout,friday
10604,friday_945,2019-09-06 16:51:00,spices,friday
10605,friday_945,2019-09-06 16:52:00,spices,friday
10606,friday_945,2019-09-06 16:53:00,drinks,friday
10607,friday_945,2019-09-06 16:54:00,drinks,friday
10608,friday_945,2019-09-06 16:55:00,drinks,friday
10609,friday_945,2019-09-06 16:56:00,checkout,friday
10610,friday_946,2019-09-06 16:51:00,fruit,friday
10611,friday_946,2019-09-06 16:52:00,fruit,friday
10612,friday_946,2019-09-06 16:53:00,fruit,friday
10613,friday_946,2019-09-06 16:54:00,fruit,friday
10614,friday_946,2019-09-06 16:55:00,dairy,friday
10615,friday_946,2019-09-06 16:56:00,spices,friday
10616,friday_946,2019-09-06 16:57:00,spices,friday
10617,friday_946,2019-09-06 16:58:00,dairy,friday
10618,friday_946,2019-09-06 16:59:00,fruit,friday
